567 3452
e 59 60 8451.46742216144
e 60 59 8451.46742216144
e 60 88 3734.7899404123154
e 88 60 3734.7899404123154
e 60 61 20434.21741595433
e 61 60 20434.21741595433
e 60 94 11374.323755486475
e 94 60 11374.323755486475
e 94 61 6548.847612880416
e 61 94 6548.847612880416
e 94 98 3855.5676298347494
e 98 94 3855.5676298347494
e 94 99 11795.313860381904
e 99 94 11795.313860381904
e 98 99 21379.0403635612
e 99 98 21379.0403635612
e 98 100 3189.876185365264
e 100 98 3189.876185365264
e 163 157 11258.30690957256
e 157 163 11258.30690957256
e 163 164 11437.473304079638
e 164 163 11437.473304079638
e 163 264 6162.519182514198
e 264 163 6162.519182514198
e 163 320 10066.514580193181
e 320 163 10066.514580193181
e 163 162 12405.693771859364
e 162 163 12405.693771859364
e 320 265 7938.086960706558
e 265 320 7938.086960706558
e 320 137 2267.53978159953
e 137 320 2267.53978159953
e 320 176 986.2688447215661
e 176 320 986.2688447215661
e 320 164 11488.56975939388
e 164 320 11488.56975939388
e 162 264 5996.370547042223
e 264 162 5996.370547042223
e 162 289 5279.990313319352
e 289 162 5279.990313319352
e 162 290 1506.9460958496993
e 290 162 1506.9460958496993
e 162 234 11358.063292479961
e 234 162 11358.063292479961
e 162 275 7189.753131070854
e 275 162 7189.753131070854
e 162 236 2282.1668458906006
e 236 162 2282.1668458906006
e 275 236 10891.6853366456
e 236 275 10891.6853366456
e 236 234 5513.024246055046
e 234 236 5513.024246055046
e 236 235 6268.516447894757
e 235 236 6268.516447894757
e 236 215 8317.15815020683
e 215 236 8317.15815020683
e 215 231 5771.663242022518
e 231 215 5771.663242022518
e 215 235 7427.186744033997
e 235 215 7427.186744033997
e 215 214 4532.500301602392
e 214 215 4532.500301602392
e 215 212 1952.3317033509047
e 212 215 1952.3317033509047
e 215 173 1694.398554971915
e 173 215 1694.398554971915
e 214 172 5338.775012433505
e 172 214 5338.775012433505
e 214 173 2819.6734669461957
e 173 214 2819.6734669461957
e 172 168 0.0
e 168 172 0.0
e 172 173 2669.7765656541433
e 173 172 2669.7765656541433
e 172 206 4745.447837147134
e 206 172 4745.447837147134
e 168 202 3780.0090934805717
e 202 168 3780.0090934805717
e 168 206 1150.2162092074843
e 206 168 1150.2162092074843
e 206 202 132.54325956649424
e 202 206 132.54325956649424
e 206 173 1870.5236812268881
e 173 206 1870.5236812268881
e 206 200 7126.173860768156
e 200 206 7126.173860768156
e 206 193 2112.687319219054
e 193 206 2112.687319219054
e 206 199 1274.0302304601753
e 199 206 1274.0302304601753
e 202 199 5702.891500759228
e 199 202 5702.891500759228
e 199 200 1245.436148355628
e 200 199 1245.436148355628
e 199 196 725.7762534483485
e 196 199 725.7762534483485
e 199 166 2727.58675973105
e 166 199 2727.58675973105
e 199 192 0.0
e 192 199 0.0
e 166 196 2886.1431593554626
e 196 166 2886.1431593554626
e 166 165 3316.4626313428707
e 165 166 3316.4626313428707
e 166 192 3143.3205950543975
e 192 166 3143.3205950543975
e 192 165 4525.902519560785
e 165 192 4525.902519560785
e 192 201 2381.352625368778
e 201 192 2381.352625368778
e 192 189 2100.4387303693966
e 189 192 2100.4387303693966
e 201 189 7325.202224432608
e 189 201 7325.202224432608
e 189 165 761.1187711911973
e 165 189 761.1187711911973
e 189 187 2919.0365780529787
e 187 189 2919.0365780529787
e 189 190 6588.236068786068
e 190 189 6588.236068786068
e 189 204 3874.2938407569854
e 204 189 3874.2938407569854
e 204 190 5180.819797337026
e 190 204 5180.819797337026
e 204 205 6063.404603683146
e 205 204 6063.404603683146
e 204 169 10461.266316260175
e 169 204 10461.266316260175
e 204 311 513.3935654068624
e 311 204 513.3935654068624
e 205 169 2966.3526441514687
e 169 205 2966.3526441514687
e 169 311 2368.5395410714705
e 311 169 2368.5395410714705
e 169 313 5974.401573024465
e 313 169 5974.401573024465
e 169 312 2319.6745613277158
e 312 169 2319.6745613277158
e 504 14 5446.849752971318
e 14 504 5446.849752971318
e 14 459 18215.00719004691
e 459 14 18215.00719004691
e 14 13 39403.313275863686
e 13 14 39403.313275863686
e 14 10 5772.939816751986
e 10 14 5772.939816751986
e 312 313 13423.111233005297
e 313 312 13423.111233005297
e 312 522 714.3622803196953
e 522 312 714.3622803196953
e 312 323 9924.75946501394
e 323 312 9924.75946501394
e 522 523 15706.89044608142
e 523 522 15706.89044608142
e 522 323 6521.992135367248
e 323 522 6521.992135367248
e 522 508 10265.422817700764
e 508 522 10265.422817700764
e 522 13 8838.248389026538
e 13 522 8838.248389026538
e 13 523 9485.012313136114
e 523 13 9485.012313136114
e 13 529 10255.529888742269
e 529 13 10255.529888742269
e 13 10 10854.498941806552
e 10 13 10854.498941806552
e 459 460 11398.735770539899
e 460 459 11398.735770539899
e 459 10 6995.5266180613735
e 10 459 6995.5266180613735
e 100 99 6728.849497528299
e 99 100 6728.849497528299
e 100 387 16977.89373475585
e 387 100 16977.89373475585
e 100 390 6719.963809832453
e 390 100 6719.963809832453
e 100 101 15267.070219279642
e 101 100 15267.070219279642
e 100 18 13138.78677739829
e 18 100 13138.78677739829
e 18 101 5679.625021116246
e 101 18 5679.625021116246
e 18 102 17661.235642955304
e 102 18 17661.235642955304
e 18 19 14829.460984326543
e 19 18 14829.460984326543
e 10 19 25952.954596177096
e 19 10 25952.954596177096
e 19 102 16792.213629779468
e 102 19 16792.213629779468
e 531 339 5917.388869020175
e 339 531 5917.388869020175
e 531 348 3519.4427525131127
e 348 531 3519.4427525131127
e 531 347 2786.650250812152
e 347 531 2786.650250812152
e 531 533 6513.979985452587
e 533 531 6513.979985452587
e 533 347 2459.7048728890213
e 347 533 2459.7048728890213
e 533 129 7143.437598195725
e 129 533 7143.437598195725
e 339 383 14868.114689398039
e 383 339 14868.114689398039
e 339 343 3451.1944513621534
e 343 339 3451.1944513621534
e 339 348 8409.645618713977
e 348 339 8409.645618713977
e 339 91 7295.569133383162
e 91 339 7295.569133383162
e 91 90 9273.522672231367
e 90 91 9273.522672231367
e 91 383 5620.358008347819
e 383 91 5620.358008347819
e 91 340 18954.231260570148
e 340 91 18954.231260570148
e 91 378 3975.966972820943
e 378 91 3975.966972820943
e 91 377 8133.294428698095
e 377 91 8133.294428698095
e 129 347 5176.882540189301
e 347 129 5176.882540189301
e 129 132 8761.36449753118
e 132 129 8761.36449753118
e 129 130 5249.724289389618
e 130 129 5249.724289389618
e 129 145 417.4427071726332
e 145 129 417.4427071726332
e 145 141 711.9953734463036
e 141 145 711.9953734463036
e 145 133 1932.5668374114682
e 133 145 1932.5668374114682
e 145 130 607.7576041865726
e 130 145 607.7576041865726
e 145 146 2101.4943567134724
e 146 145 2101.4943567134724
e 145 150 0.0
e 150 145 0.0
e 146 141 1216.7999762768898
e 141 146 1216.7999762768898
e 146 149 2502.771853371143
e 149 146 2502.771853371143
e 146 150 2666.1731132561777
e 150 146 2666.1731132561777
e 150 138 1270.047930749319
e 138 150 1270.047930749319
e 150 149 2259.9303529344734
e 149 150 2259.9303529344734
e 150 136 1153.5956081629834
e 136 150 1153.5956081629834
e 136 138 2040.050977379213
e 138 136 2040.050977379213
e 136 137 4488.932569118838
e 137 136 4488.932569118838
e 136 134 3504.8336186687934
e 134 136 3504.8336186687934
e 136 176 1318.7637049646594
e 176 136 1318.7637049646594
e 134 176 3499.914506482407
e 176 134 3499.914506482407
e 176 137 676.4454337094849
e 137 176 676.4454337094849
e 377 378 6945.91647317941
e 378 377 6945.91647317941
e 377 379 6557.188657834289
e 379 377 6557.188657834289
e 377 346 5605.8888275634445
e 346 377 5605.8888275634445
e 346 376 1951.6813468218004
e 376 346 1951.6813468218004
e 346 375 2427.70884834627
e 375 346 2427.70884834627
e 346 379 4985.313004306743
e 379 346 4985.313004306743
e 346 344 2353.0417188367537
e 344 346 2353.0417188367537
e 346 381 22405.121775343217
e 381 346 22405.121775343217
e 346 345 2714.8592815695024
e 345 346 2714.8592815695024
e 345 344 7508.619338966237
e 344 345 7508.619338966237
e 345 381 4701.067181524922
e 381 345 4701.067181524922
e 345 88 7238.198708013826
e 88 345 7238.198708013826
e 88 89 4100.2420366049855
e 89 88 4100.2420366049855
e 88 344 10747.547508768976
e 344 88 10747.547508768976
e 88 61 6849.174972327594
e 61 88 6849.174972327594
e 61 99 16754.259475014773
e 99 61 16754.259475014773
e 99 388 18422.010328931574
e 388 99 18422.010328931574
e 99 387 2834.738131387545
e 387 99 2834.738131387545
e 157 493 3066.2009369293123
e 493 157 3066.2009369293123
e 157 308 8321.292339231299
e 308 157 8321.292339231299
e 157 164 10230.809037486206
e 164 157 10230.809037486206
e 157 474 9269.446014564004
e 474 157 9269.446014564004
e 157 263 1995.3066295763035
e 263 157 1995.3066295763035
e 157 264 11717.96527242779
e 264 157 11717.96527242779
e 164 266 11251.03574874304
e 266 164 11251.03574874304
e 164 265 4779.793606380304
e 265 164 4779.793606380304
e 164 308 5265.163064294539
e 308 164 5265.163064294539
e 264 263 9379.940786848145
e 263 264 9379.940786848145
e 264 294 1828.4824263266823
e 294 264 1828.4824263266823
e 264 297 5628.236965929956
e 297 264 5628.236965929956
e 264 289 2387.0067150041095
e 289 264 2387.0067150041095
e 265 266 3783.4404616329516
e 266 265 3783.4404616329516
e 265 139 0.0
e 139 265 0.0
e 265 137 2693.546713808637
e 137 265 2693.546713808637
e 137 266 0.0
e 266 137 0.0
e 137 139 1057.657736332246
e 139 137 1057.657736332246
e 137 138 4486.783882099913
e 138 137 4486.783882099913
e 289 297 5269.524018142324
e 297 289 5269.524018142324
e 289 296 285.62320707393735
e 296 289 285.62320707393735
e 289 291 3883.465010463795
e 291 289 3883.465010463795
e 289 290 4703.746071645525
e 290 289 4703.746071645525
e 290 284 359.8376837177491
e 284 290 359.8376837177491
e 290 291 9032.428082731292
e 291 290 9032.428082731292
e 290 285 5206.128826102804
e 285 290 5206.128826102804
e 290 43 2798.8434365846288
e 43 290 2798.8434365846288
e 290 231 1431.573183075909
e 231 290 1431.573183075909
e 290 234 10725.928814817244
e 234 290 10725.928814817244
e 234 231 6443.8230922493385
e 231 234 6443.8230922493385
e 234 235 8325.90890284245
e 235 234 8325.90890284245
e 235 231 17862.00880881758
e 231 235 17862.00880881758
e 231 43 7422.538445838103
e 43 231 7422.538445838103
e 231 233 15758.435946222928
e 233 231 15758.435946222928
e 231 226 10170.767338920587
e 226 231 10170.767338920587
e 231 184 1154.6868459213156
e 184 231 1154.6868459213156
e 231 222 7406.525373699693
e 222 231 7406.525373699693
e 231 212 6832.75203937438
e 212 231 6832.75203937438
e 212 222 2435.597067848316
e 222 212 2435.597067848316
e 212 173 4119.92133032646
e 173 212 4119.92133032646
e 212 194 3315.2582253881983
e 194 212 3315.2582253881983
e 173 194 2481.4593163042605
e 194 173 2481.4593163042605
e 173 193 2211.0249772256334
e 193 173 2211.0249772256334
e 200 193 1982.3468744024617
e 193 200 1982.3468744024617
e 200 196 4488.809607302617
e 196 200 4488.809607302617
e 200 178 182.45293660002918
e 178 200 182.45293660002918
e 193 194 5636.388628646936
e 194 193 5636.388628646936
e 193 178 5623.140949473362
e 178 193 5623.140949473362
e 196 178 4145.84633196787
e 178 196 4145.84633196787
e 196 165 3971.456876409454
e 165 196 3971.456876409454
e 196 177 281.97507716019425
e 177 196 281.97507716019425
e 165 187 10566.092326576263
e 187 165 10566.092326576263
e 165 177 4888.168493011788
e 177 165 4888.168493011788
e 165 195 3217.3518139958614
e 195 165 3217.3518139958614
e 187 195 3422.6806524088993
e 195 187 3422.6806524088993
e 187 190 8935.872172012332
e 190 187 8935.872172012332
e 190 195 2965.937509017376
e 195 190 2965.937509017376
e 190 310 2831.577262097395
e 310 190 2831.577262097395
e 190 311 1499.79105557674
e 311 190 1499.79105557674
e 190 225 3959.9305648865975
e 225 190 3959.9305648865975
e 311 313 7055.504200801554
e 313 311 7055.504200801554
e 311 225 7213.693702358535
e 225 311 7213.693702358535
e 311 227 3732.246308905694
e 227 311 3732.246308905694
e 311 314 910.0250947812001
e 314 311 910.0250947812001
e 313 314 2021.6425341861561
e 314 313 2021.6425341861561
e 313 323 2223.3006455544696
e 323 313 2223.3006455544696
e 323 314 10884.692082714218
e 314 323 10884.692082714218
e 323 315 3383.1877836146878
e 315 323 3383.1877836146878
e 323 508 6524.316076999839
e 508 323 6524.316076999839
e 523 508 7464.437292050537
e 508 523 7464.437292050537
e 523 529 18107.46392227039
e 529 523 18107.46392227039
e 523 8 1007.8233986054466
e 8 523 1007.8233986054466
e 508 315 1635.977470647244
e 315 508 1635.977470647244
e 508 509 9276.026930269316
e 509 508 9276.026930269316
e 508 510 13415.607730601316
e 510 508 13415.607730601316
e 508 8 2142.7025354699413
e 8 508 2142.7025354699413
e 529 8 21228.783710026346
e 8 529 21228.783710026346
e 387 388 11988.21926753422
e 388 387 11988.21926753422
e 387 390 14717.140381097022
e 390 387 14717.140381097022
e 390 101 7486.030068162867
e 101 390 7486.030068162867
e 101 102 17932.300032350187
e 102 101 17932.300032350187
e 348 343 6656.3902239797235
e 343 348 6656.3902239797235
e 348 347 1540.4647237265415
e 347 348 1540.4647237265415
e 347 351 3820.7909456383745
e 351 347 3820.7909456383745
e 347 341 2504.220662402184
e 341 347 2504.220662402184
e 347 343 6090.5445969649645
e 343 347 6090.5445969649645
e 347 132 2580.9309662804703
e 132 347 2580.9309662804703
e 347 318 6528.714135384548
e 318 347 6528.714135384548
e 347 352 391.5872912761881
e 352 347 391.5872912761881
e 383 117 12773.14817122953
e 117 383 12773.14817122953
e 383 384 14731.63301351698
e 384 383 14731.63301351698
e 383 90 9218.893892307678
e 90 383 9218.893892307678
e 383 351 4692.8830741344345
e 351 383 4692.8830741344345
e 383 341 2613.8562798024036
e 341 383 2613.8562798024036
e 383 343 2826.274552536508
e 343 383 2826.274552536508
e 343 341 10131.598911214322
e 341 343 10131.598911214322
e 90 28 2835.4773848502205
e 28 90 2835.4773848502205
e 90 31 7691.902526086571
e 31 90 7691.902526086571
e 90 382 10113.774236031531
e 382 90 10113.774236031531
e 90 57 15095.397327727147
e 57 90 15095.397327727147
e 90 384 6873.734064704675
e 384 90 6873.734064704675
e 90 373 4562.489882843725
e 373 90 4562.489882843725
e 90 372 12554.37228042672
e 372 90 12554.37228042672
e 90 340 10631.481004222402
e 340 90 10631.481004222402
e 340 372 6595.169312870858
e 372 340 6595.169312870858
e 340 342 8139.358935246685
e 342 340 8139.358935246685
e 340 378 6841.359613874976
e 378 340 6841.359613874976
e 378 337 283.67031100752604
e 337 378 283.67031100752604
e 378 342 1192.0745040492568
e 342 378 1192.0745040492568
e 378 349 2947.306309894041
e 349 378 2947.306309894041
e 378 380 12278.16628981511
e 380 378 12278.16628981511
e 378 379 2951.3692393195374
e 379 378 2951.3692393195374
e 132 318 2318.74898896918
e 318 132 2318.74898896918
e 132 131 8106.7678712924335
e 131 132 8106.7678712924335
e 132 140 722.7888549878153
e 140 132 722.7888549878153
e 132 141 1485.1352783813202
e 141 132 1485.1352783813202
e 132 133 1491.100798530463
e 133 132 1491.100798530463
e 132 130 1065.100433165961
e 130 132 1065.100433165961
e 130 133 2298.714019727621
e 133 130 2298.714019727621
e 141 140 803.1040178806171
e 140 141 803.1040178806171
e 141 133 3326.5264229947693
e 133 141 3326.5264229947693
e 141 149 1643.046913778588
e 149 141 1643.046913778588
e 149 140 1328.8195280478797
e 140 149 1328.8195280478797
e 149 138 654.1400695186387
e 138 149 654.1400695186387
e 138 139 4861.739428961353
e 139 138 4861.739428961353
e 138 140 3028.3821233736508
e 140 138 3028.3821233736508
e 379 380 8449.543057099698
e 380 379 8449.543057099698
e 379 376 7320.490225650896
e 376 379 7320.490225650896
e 376 349 8349.6003342076
e 349 376 8349.6003342076
e 376 380 3204.697060047774
e 380 376 3204.697060047774
e 376 375 5136.653353873253
e 375 376 5136.653353873253
e 375 374 4405.477944354393
e 374 375 4405.477944354393
e 375 349 3529.0179999239244
e 349 375 3529.0179999239244
e 375 89 7649.780443701632
e 89 375 7649.780443701632
e 375 344 5791.915964480359
e 344 375 5791.915964480359
e 344 89 15634.978323857338
e 89 344 15634.978323857338
e 344 381 3391.304560964747
e 381 344 3391.304560964747
e 89 56 8486.383904697974
e 56 89 8486.383904697974
e 89 374 3804.576619679958
e 374 89 3804.576619679958
e 493 492 10340.738325602979
e 492 493 10340.738325602979
e 493 477 12305.594335614529
e 477 493 12305.594335614529
e 493 282 3606.584170842685
e 282 493 3606.584170842685
e 493 308 4059.725604192039
e 308 493 4059.725604192039
e 493 474 3701.3644353201066
e 474 493 3701.3644353201066
e 308 266 731.411065850897
e 266 308 731.411065850897
e 308 282 4094.987383194123
e 282 308 4094.987383194123
e 308 309 9738.75423343812
e 309 308 9738.75423343812
e 474 477 2657.958149264516
e 477 474 2657.958149264516
e 474 475 5128.698465468667
e 475 474 5128.698465468667
e 474 458 8665.503510499826
e 458 474 8665.503510499826
e 474 263 1199.2135693337575
e 263 474 1199.2135693337575
e 263 458 6816.359908083037
e 458 263 6816.359908083037
e 263 279 4370.994628274427
e 279 263 4370.994628274427
e 263 294 1642.5875569555221
e 294 263 1642.5875569555221
e 266 268 0.0
e 268 266 0.0
e 266 147 4723.294930936255
e 147 266 4723.294930936255
e 266 139 2579.292304889886
e 139 266 2579.292304889886
e 266 309 4063.352550913237
e 309 266 4063.352550913237
e 294 279 5070.218430797762
e 279 294 5070.218430797762
e 294 297 4375.550353145777
e 297 294 4375.550353145777
e 294 298 2581.0560289442474
e 298 294 2581.0560289442474
e 294 292 4446.15802597776
e 292 294 4446.15802597776
e 297 296 2486.285577013432
e 296 297 2486.285577013432
e 297 298 192.11592949560276
e 298 297 192.11592949560276
e 139 147 3916.8237795177142
e 147 139 3916.8237795177142
e 139 140 1578.4098179397524
e 140 139 1578.4098179397524
e 296 298 2554.2137207822125
e 298 296 2554.2137207822125
e 296 295 2187.644386643848
e 295 296 2187.644386643848
e 296 291 2137.4670672015036
e 291 296 2137.4670672015036
e 291 283 1968.4431868759839
e 283 291 1968.4431868759839
e 291 295 1472.904478055832
e 295 291 1472.904478055832
e 291 284 557.4937562821681
e 284 291 557.4937562821681
e 284 281 1592.7599144710525
e 281 284 1592.7599144710525
e 284 283 3556.3651959724857
e 283 284 3556.3651959724857
e 284 288 1230.8880794840509
e 288 284 1230.8880794840509
e 284 285 3375.3235734185373
e 285 284 3375.3235734185373
e 285 288 1367.6411023371961
e 288 285 1367.6411023371961
e 285 287 3195.4809882153004
e 287 285 3195.4809882153004
e 285 286 2120.3976429671475
e 286 285 2120.3976429671475
e 285 43 4510.076914272357
e 43 285 4510.076914272357
e 43 81 7479.41773334183
e 81 43 7479.41773334183
e 43 286 14265.491460098903
e 286 43 14265.491460098903
e 43 233 13397.776506891349
e 233 43 13397.776506891349
e 43 228 8297.55790270183
e 228 43 8297.55790270183
e 43 80 13237.352313477708
e 80 43 13237.352313477708
e 43 42 6866.732999404287
e 42 43 6866.732999404287
e 233 226 10946.668559115182
e 226 233 10946.668559115182
e 233 228 8630.730480999311
e 228 233 8630.730480999311
e 233 184 7757.612478536237
e 184 233 7757.612478536237
e 184 228 2337.817607385367
e 228 184 2337.817607385367
e 184 222 5428.811647111514
e 222 184 5428.811647111514
e 184 182 7811.037343885298
e 182 184 7811.037343885298
e 184 185 6989.416795124458
e 185 184 6989.416795124458
e 184 183 3280.10861393152
e 183 184 3280.10861393152
e 222 194 2471.2190079529255
e 194 222 2471.2190079529255
e 222 185 1424.117478604979
e 185 222 1424.117478604979
e 222 179 7480.907117272982
e 179 222 7480.907117272982
e 194 180 1517.9978631060117
e 180 194 1517.9978631060117
e 194 178 2937.831468785614
e 178 194 2937.831468785614
e 194 179 4803.818384279817
e 179 194 4803.818384279817
e 178 180 2325.765841861546
e 180 178 2325.765841861546
e 178 177 5248.1543270131315
e 177 178 5248.1543270131315
e 178 191 2472.4274944534363
e 191 178 2472.4274944534363
e 178 144 0.0
e 144 178 0.0
e 178 143 111.45094119315962
e 143 178 111.45094119315962
e 177 144 4208.760245831711
e 144 177 4208.760245831711
e 177 143 0.0
e 143 177 0.0
e 177 195 4217.772204237502
e 195 177 4217.772204237502
e 195 144 2853.381766000053
e 144 195 2853.381766000053
e 195 310 5597.06103104028
e 310 195 5597.06103104028
e 310 144 1587.7953975500577
e 144 310 1587.7953975500577
e 310 322 2477.954930519667
e 322 310 2477.954930519667
e 310 326 7768.599870817853
e 326 310 7768.599870817853
e 310 225 3151.651240396909
e 225 310 3151.651240396909
e 225 326 889.9083688235237
e 326 225 889.9083688235237
e 225 227 13564.41593313179
e 227 225 13564.41593313179
e 227 326 2900.870825006212
e 326 227 2900.870825006212
e 227 142 4771.453223063345
e 142 227 4771.453223063345
e 227 314 11844.295365031247
e 314 227 11844.295365031247
e 314 142 5584.374170239616
e 142 314 5584.374170239616
e 314 321 2770.2222863114775
e 321 314 2770.2222863114775
e 314 315 2384.3593221792926
e 315 314 2384.3593221792926
e 315 321 5253.861283528988
e 321 315 5253.861283528988
e 315 316 11320.21596176682
e 316 315 11320.21596176682
e 315 509 10190.118157737275
e 509 315 10190.118157737275
e 315 526 6479.860058339102
e 526 315 6479.860058339102
e 8 509 7604.82845656031
e 509 8 7604.82845656031
e 8 510 18133.306247730092
e 510 8 18133.306247730092
e 8 7 6312.682645446638
e 7 8 6312.682645446638
e 8 9 10128.164860863688
e 9 8 10128.164860863688
e 8 4 5282.600141702576
e 4 8 5282.600141702576
e 509 510 24754.0359474888
e 510 509 24754.0359474888
e 509 526 10362.477214923176
e 526 509 10362.477214923176
e 509 7 13779.148836935361
e 7 509 13779.148836935361
e 351 117 13045.071629688433
e 117 351 13045.071629688433
e 351 341 11144.200217999625
e 341 351 11144.200217999625
e 351 353 14330.471569315
e 353 351 14330.471569315
e 351 334 0.0
e 334 351 0.0
e 351 352 8684.172540836926
e 352 351 8684.172540836926
e 318 269 1706.0279886947064
e 269 318 1706.0279886947064
e 318 268 5339.7930973992825
e 268 318 5339.7930973992825
e 318 148 8236.13391018997
e 148 318 8236.13391018997
e 318 131 1750.0751057522027
e 131 318 1750.0751057522027
e 318 147 587.9073328528284
e 147 318 587.9073328528284
e 318 352 7853.222396726867
e 352 318 7853.222396726867
e 352 269 1319.9839762955214
e 269 352 1319.9839762955214
e 352 353 0.0
e 353 352 0.0
e 352 119 1862.6397041160708
e 119 352 1862.6397041160708
e 352 334 10397.751829233435
e 334 352 10397.751829233435
e 352 306 5525.644050104844
e 306 352 5525.644050104844
e 117 447 8638.005747566236
e 447 117 8638.005747566236
e 117 38 15385.425020658222
e 38 117 15385.425020658222
e 117 31 2509.8871039788805
e 31 117 2509.8871039788805
e 117 382 5989.494790687749
e 382 117 5989.494790687749
e 117 384 9142.838122836905
e 384 117 9142.838122836905
e 117 353 2424.8477133800716
e 353 117 2424.8477133800716
e 384 382 23030.69762992541
e 382 384 23030.69762992541
e 28 29 6828.997600588433
e 29 28 6828.997600588433
e 28 27 21782.270270593275
e 27 28 21782.270270593275
e 28 30 7176.639810173702
e 30 28 7176.639810173702
e 28 26 12619.54468068094
e 26 28 12619.54468068094
e 28 31 20085.913236590397
e 31 28 20085.913236590397
e 28 57 18085.274100990897
e 57 28 18085.274100990897
e 31 391 12219.041049777774
e 391 31 12219.041049777774
e 31 447 6695.4643308423065
e 447 31 6695.4643308423065
e 31 30 8452.181401745902
e 30 31 8452.181401745902
e 31 382 22985.614629102252
e 382 31 22985.614629102252
e 57 26 8360.996910823345
e 26 57 8360.996910823345
e 57 124 27428.406782614948
e 124 57 27428.406782614948
e 57 373 17453.305473814726
e 373 57 17453.305473814726
e 57 56 25887.195232117698
e 56 57 25887.195232117698
e 373 372 8130.205295919553
e 372 373 8130.205295919553
e 373 56 4833.889744296529
e 56 373 4833.889744296529
e 373 374 8580.925055184096
e 374 373 8580.925055184096
e 373 337 2190.785993679929
e 337 373 2190.785993679929
e 372 337 2488.312652236501
e 337 372 2488.312652236501
e 372 342 179.9416906831742
e 342 372 179.9416906831742
e 342 337 5541.492934329137
e 337 342 5541.492934329137
e 337 374 2881.199902372818
e 374 337 2881.199902372818
e 337 349 5803.381307300498
e 349 337 5803.381307300498
e 349 374 8255.619861570953
e 374 349 8255.619861570953
e 349 380 4537.758945573072
e 380 349 4537.758945573072
e 131 148 5632.508454650091
e 148 131 5632.508454650091
e 131 140 1266.6885768530046
e 140 131 1266.6885768530046
e 140 148 1587.69427255134
e 148 140 1587.69427255134
e 140 147 2138.6582076375335
e 147 140 2138.6582076375335
e 374 56 16429.34310716158
e 56 374 16429.34310716158
e 492 398 10939.34745475467
e 398 492 10939.34745475467
e 492 119 12118.931192509848
e 119 492 12118.931192509848
e 492 319 3670.5850979603415
e 319 492 3670.5850979603415
e 492 20 6323.633080935032
e 20 492 6323.633080935032
e 492 399 3122.6964391308384
e 399 492 3122.6964391308384
e 492 477 989.2758667436384
e 477 492 989.2758667436384
e 492 282 2422.1202791844407
e 282 492 2422.1202791844407
e 492 309 1738.4251945661504
e 309 492 1738.4251945661504
e 477 20 5083.842703380405
e 20 477 5083.842703380405
e 477 476 4102.678503060479
e 476 477 4102.678503060479
e 477 475 8835.616413296255
e 475 477 8835.616413296255
e 282 309 8681.763360730542
e 309 282 8681.763360730542
e 309 269 4271.951013763619
e 269 309 4271.951013763619
e 309 268 4930.954658715415
e 268 309 4930.954658715415
e 309 147 0.0
e 147 309 0.0
e 309 319 6026.364458490441
e 319 309 6026.364458490441
e 475 476 6959.777317363854
e 476 475 6959.777317363854
e 475 300 4847.375571754617
e 300 475 4847.375571754617
e 475 458 2757.6650587311583
e 458 475 2757.6650587311583
e 458 300 6514.248965651202
e 300 458 6514.248965651202
e 458 279 3319.9929711355485
e 279 458 3319.9929711355485
e 279 299 1711.3401594499835
e 299 279 1711.3401594499835
e 279 300 6398.9283503297
e 300 279 6398.9283503297
e 279 304 10029.889321948425
e 304 279 10029.889321948425
e 279 305 3116.4753357931895
e 305 279 3116.4753357931895
e 279 278 4300.16464052455
e 278 279 4300.16464052455
e 279 292 3669.8055676905387
e 292 279 3669.8055676905387
e 268 269 6734.584895940292
e 269 268 6734.584895940292
e 268 147 3247.707717147206
e 147 268 3247.707717147206
e 147 148 7317.57745093369
e 148 147 7317.57745093369
e 298 283 490.33989394557545
e 283 298 490.33989394557545
e 298 295 2293.501871572806
e 295 298 2293.501871572806
e 298 292 2707.092731684262
e 292 298 2707.092731684262
e 292 283 4027.4023894960737
e 283 292 4027.4023894960737
e 292 278 1665.1465322885251
e 278 292 1665.1465322885251
e 295 283 3603.305946176102
e 283 295 3603.305946176102
e 283 281 4864.044119740359
e 281 283 4864.044119740359
e 283 278 1435.0345438715094
e 278 283 1435.0345438715094
e 281 280 6450.1380519732575
e 280 281 6450.1380519732575
e 281 277 3218.699065069015
e 277 281 3218.699065069015
e 281 288 580.3232380183047
e 288 281 580.3232380183047
e 281 301 2153.1082301157903
e 301 281 2153.1082301157903
e 281 278 9411.254146350098
e 278 281 9411.254146350098
e 281 262 7600.809915761546
e 262 281 7600.809915761546
e 288 280 2074.5684440342625
e 280 288 2074.5684440342625
e 288 287 3201.221428857186
e 287 288 3201.221428857186
e 287 280 1541.7645577292
e 280 287 1541.7645577292
e 287 277 3804.203223438337
e 277 287 3804.203223438337
e 287 286 4959.712322114023
e 286 287 4959.712322114023
e 286 277 2465.6274958922368
e 277 286 2465.6274958922368
e 286 81 3296.8981133025413
e 81 286 3296.8981133025413
e 81 277 6454.542380891323
e 277 81 6454.542380891323
e 81 82 12182.71265662458
e 82 81 12182.71265662458
e 81 262 3309.169489864733
e 262 81 3309.169489864733
e 81 80 2037.087513683203
e 80 81 2037.087513683203
e 228 42 6339.762223568559
e 42 228 6339.762223568559
e 228 230 7802.302705142536
e 230 228 7802.302705142536
e 228 229 4806.074949149744
e 229 228 4806.074949149744
